"","bootstrap.id","dalys_soc","dalys_cag","dalys_uag","dalys_hom","costf_soc","costf_cag","costp_cag","costpoint_cag","costf_uag","costp_uag","costpoint_uag","costf_hom","costp_hom","costpoint_hom","Diff_cpoint_cag_soc","Diff_cpoint_uag_soc","Diff_cpoint_hom_soc","Diff_cf_cag_soc","Diff_cf_uag_soc","Diff_cf_hom_soc","Diff_cp_cag_soc","Diff_cp_uag_soc","Diff_cp_hom_soc","Diff_dalys_cag_soc","Diff_dalys_uag_soc","Diff_dalys_hom_soc","ICERpoint_cag","ICERpoint_uag","ICERpoint_hom","ICERf_cag","ICERf_uag","ICERf_hom","ICERp_cag","ICERp_uag","ICERp_hom"
"21","bootstrap_117",155726907.140393,145831864.062336,138452910.734547,141994808.331886,18255583305.5447,26321523355.2536,23539157397.4674,24221946589.5621,32162043237.8783,29735693266.4814,29924982980.562,43349234644.0716,32683402385.9179,36644507292.0811,5966363284.01746,11669399675.0173,18388923986.5365,8065940049.7089,13906459932.3336,25093651338.5269,5283574091.92269,11480109960.9367,14427819080.3732,9895043.07805642,17273996.4058461,13732098.8085071,602.964861997282,675.547186698965,1339.11969633837,815.1495638858,805.051686107059,1827.37188891922,533.961706911586,664.589113672126,1050.66379739674
"22","bootstrap_118",184715595.78037,175481781.078681,165964585.193401,170532839.218336,21750231155.5896,31040163678.4645,27759005001.6878,28564197315.0072,39518432103.6361,36537105765.1595,36769691507.8776,52217930400.047,39370006069.0228,44141502082.6347,6813966159.41766,15019460352.288,22391270927.0451,9289932522.87495,17768200948.0465,30467699244.4574,6008773846.09822,14786874609.5699,17619774913.4332,9233814.70168853,18751010.586969,14182756.5620343,737.936202918566,800.994713464977,1578.7672043236,1006.07742552774,947.586310915664,2148.22126511119,650.735805322088,788.590809065304,1242.33782314218
"23","bootstrap_119",213181698.457779,202961991.77518,191817213.284523,197166706.960038,26097175119.1632,36707927462.895,32827647192.8224,33779863210.0181,46310315685.8655,42816600056.2737,43089159431.6319,61457568171.2985,46336283597.5059,51952066132.146,7682688090.8549,16991984312.4687,25854891012.9827,10610752343.7318,20213140566.7023,35360393052.1353,6730472073.65919,16719424937.1105,20239108478.3427,10219706.6825987,21364485.173256,16014991.4977404,751.75230850181,795.33787847784,1614.41802929653,1038.26388303286,946.109414890326,2207.95578050256,658.577812719354,782.580286935246,1263.76017628222
"24","bootstrap_12",173823105.901926,163620783.470784,152365399.813085,157767983.96878,20957280344.4205,29862504839.4379,26705832797.3962,27480476243.296,37481323995.9673,34653679970.5894,34874276312.9948,49868284208.9587,37598476939.1911,42155270314.2977,6523195898.87543,13916995968.5742,21197989969.8772,8905224495.01738,16524043651.5468,28911003864.5381,5748552452.97562,13696399626.1688,16641196594.7706,10202322.4311416,21457706.0888412,16055121.9331454,639.383428910655,648.577993889644,1320.32569158597,872.862483529731,770.0750296016,1800.73399535211,563.455281067053,638.297475483247,1036.503905985
"25","bootstrap_120",190106765.921192,181108246.418014,170768216.311978,175731430.762875,21869602095.867,32338827291.016,28920390943.133,29759271028.5031,39696414631.7157,36701661039.917,36935294298.8516,53386714336.1345,40251217375.266,45129512870.3795,7889668932.6361,15065692202.9846,23259910774.5125,10469225195.1491,17826812535.8487,31517112240.2675,7050788847.26603,14832058944.05,18381615279.399,8998519.50317788,19338549.609214,14375335.1583166,876.77411043559,779.049748167589,1618.04302427383,1163.43862914914,921.827794539204,2192.44364692491,783.549876707607,766.968528859222,1278.69124976642
"26","bootstrap_121",130285645.074116,126050504.339708,118073725.619184,121902579.405036,15963704326.8757,23710295266.7236,21203954067.9714,21819007122.8799,29099271117.6345,26903981001.2159,27075244769.1634,39146316606.8243,29514588391.063,33091645011.3859,5855302796.00417,11111540442.2877,17127940684.5102,7746590939.84788,13135566790.7588,23182612279.9486,5240249741.09565,10940276674.3401,13550884064.1872,4235140.73440763,12211919.4549317,8383065.66908012,1382.55211885495,909.893033875224,2043.15955053107,1829.12243669074,1075.63490237844,2765.4098387246,1237.32599923355,895.868721924953,1616.45925239116
"27","bootstrap_122",184092721.66148,171552937.666215,159811577.556963,165447430.409404,21984002848.0105,31476604937.9024,28149311419.8233,28965825166.5912,38747755253.5339,35824569865.2256,36052619789.1362,52042888635.151,39238032333.3061,43993533628.6858,6981822318.58068,14068616941.1257,22009530780.6754,9492602089.89196,16763752405.5235,30058885787.1406,6165308571.81278,13840567017.2151,17254029485.2956,12539783.9952648,24281144.1045164,18645291.2520758,556.77373080885,579.405026409313,1180.43373434701,756.998852091592,690.402080452432,1612.14353697983,491.659870229096,570.01296799028,925.382674479529
"28","bootstrap_123",145882186.594319,138056635.677397,131562760.193425,134679820.425731,17254730227.4249,25736343881.3864,23015835416.6224,23683444855.8283,31238496289.0463,28881820003.9979,29065674182.2641,42244579775.5035,31850541555.4231,35710706875.0993,6428714628.40339,11810943954.8392,18455976647.6744,8481613653.96145,13983766061.6214,24989849548.0786,5761105189.19751,11627089776.573,14595811327.9982,7825550.91692257,14319426.4008944,11202366.1685879,821.503137178681,824.819627837988,1647.50699717583,1083.83598087902,976.55909322932,2230.7652840479,736.191643292392,811.980134612567,1302.92217807749
"29","bootstrap_124",171596328.75559,162479284.734586,153947932.990068,158042981.827437,19489784295.8834,28957364672.8265,25896372168.5005,26647535973.2431,35719795190.1853,33025043386.1103,33235272250.258,47917089144.6459,36127362306.0503,40505862144.8213,7157751677.35964,13745487954.3746,21016077848.9379,9467580376.94308,16230010894.3018,28427304848.7625,6406587872.61705,13535259090.2269,16637578010.1669,9117044.02100354,17648395.7655214,13553346.9281528,785.095658293395,778.851978219361,1550.61904342488,1038.44846587688,919.630946060797,2097.43799811644,702.704501355676,766.939911709702,1227.56232083217
"30","bootstrap_125",188345495.726381,178612368.521585,167077806.49075,172614396.265551,21448256622.0116,31592382636.4742,28252850619.7781,29072367679.09,38519688259.4202,35613708567.297,35840416202.8528,51975417624.2559,39187162180.3132,43936498205.3144,7624111057.07842,14392159580.8411,22488241583.3028,10144126014.4626,17071431637.4086,30527161002.2442,6804593997.76653,14165451945.2854,17738905558.3016,9733127.20479649,21267689.2356312,15731099.4608306,783.315669944317,676.714777114994,1429.54035980111,1042.2267993645,802.693299129444,1940.56118443946,699.116928669464,666.055056021462,1127.63291608894
"31","bootstrap_126",132364456.730146,126579428.798203,117620073.590905,121920564.090408,17334279462.5294,24225105076.9643,21664344942.3695,22292752337.3621,28821754578.8491,26647400702.1141,26817031146.3984,39374559175.8391,29686673176.0876,33284585822.2976,4958472874.83265,9482751683.86899,15950306359.7681,6890825614.43485,11487475116.3197,22040279713.3097,4330065479.84005,9313121239.58469,12352393713.5581,5785027.93194248,14744383.139241,10443892.6397377,857.121682585845,643.143330875021,1527.23767947203,1191.14820109798,779.10856004187,2110.35104185667,748.495172500596,631.63858071475,1182.73848072306
"32","bootstrap_127",190248650.35621,181037099.129245,169899255.494389,175245420.43912,22595031873.6627,31976346340.6847,28596226721.0144,29425703928.2955,39527845019.0249,36545808556.9155,36778449699.3496,52987342339.3094,39950108583.3559,44791910830.3418,6830672054.63277,14183417825.6868,22196878956.6791,9381314467.02202,16932813145.3622,30392310465.6467,6001194847.35173,13950776683.2528,17355076709.6932,9211551.22696492,20349394.8618209,15003229.91709,741.533308161755,696.994575121125,1479.47335869291,1018.42938674218,832.104013919903,2025.71783766556,651.485802932351,685.562237991997,1156.75603224105
"33","bootstrap_128",134896737.361017,125698891.588674,118717290.168232,122068458.850044,16515299701.2408,23155288813.3293,20707615611.9203,21308271612.2661,28338456204.7185,26200563039.9966,26367349031.5706,38162910825.2605,28773144000.3744,32260340361.3852,4792971911.02526,9852049330.32981,15745040660.1443,6639989112.0885,11823156503.4777,21647611124.0196,4192315910.67951,9685263338.75576,12257844299.1336,9197845.77234356,16179447.1927856,12828278.5109734,521.097225334758,608.923729775072,1227.36972436916,721.906985226245,730.75157405561,1687.49151380694,455.793238378178,598.615219874411,955.533066159119
"34","bootstrap_129",165585332.657324,153611923.854271,146253705.264483,149785650.187581,19170917056.4968,26830464760.0728,23994300197.2377,24690291501.0009,33749935370.289,31203792573.4936,31402427827.1443,44850517476.1924,33815303128.8065,37913590129.2022,5519374444.50408,12231510770.6474,18742673072.7054,7659547703.57603,14579018313.7922,25679600419.6956,4823383140.74084,12032875516.9967,14644386072.3097,11973408.8030533,19331627.3928413,15799682.4697431,460.969347601042,632.720180359824,1186.26897145549,639.713203613557,754.153699403031,1625.3238296955,402.84126434494,622.445036440784,926.878505334153
"35","bootstrap_13",153357620.197299,145223479.651099,136289849.636655,140577992.043588,19621153453.9488,28113724913.0451,25141910930.6675,25871190435.5454,35453122449.9335,32778488814.0638,32987148175.7273,47059970284.8601,35481132659.3922,39781311906.1495,6250036981.59665,13365994721.7786,20160158452.2008,8492571459.09634,15831968995.9847,27438816830.9114,5520757476.71868,13157335360.115,15859979205.4434,8134140.54620034,17067770.5606435,12779628.1537108,768.370910989017,783.113100465456,1577.52308672197,1044.06500119591,927.594435355934,2147.07474277677,678.714296287586,770.887756743955,1241.03604695557
"36","bootstrap_130",184631458.927354,175005304.039294,164228135.097427,169401176.189523,21588146608.2882,30313103470.1174,27108800055.3125,27895132181.645,37773697559.8143,34923996459.7962,35146313566.8898,50429383872.8918,38021521226.9509,42629585971.6653,6306985573.35675,13558166958.6016,21041439363.377,8724956861.82915,16185550951.5261,28841237264.6036,5520653447.02426,13335849851.508,16433374618.6626,9626154.88806012,20403323.8299269,15230282.7378308,655.192612907119,664.507757246638,1381.55277387673,906.380269514593,793.280108988207,1893.67707488215,573.505570107941,653.611635176197,1078.99340422902
"37","bootstrap_131",180623836.454505,171737155.045649,162348542.782634,166855076.668881,21319475241.7789,29960722360.6091,26793668051.4137,27570859292.934,37322351567.9171,34506700647.063,34726361357.2006,49840741729.8826,37577711130.2042,42131987767.7053,6251384051.15509,13406886115.4216,20812512525.9264,8641247118.83014,16002876326.1382,28521266488.1036,5474192809.63476,13187225405.2841,16258235888.4252,8886681.4088566,18275293.6718712,13768759.7856242,703.455402927449,733.607150513653,1511.57496027032,972.38178362264,875.656315759748,2071.44775071771,615.999669368038,721.587605762061,1180.80612499321
"38","bootstrap_132",162396316.444216,155742667.214896,148320444.3677,151883111.334354,18690421093.5619,26153576097.7874,23388963319.6166,24067395903.2169,32500113131.0039,30048258689.3391,30239538113.8662,43451509584.778,32760513160.0423,36730963600.7399,5376974809.65496,11549117020.3043,18040542507.1781,7463155004.22555,13809692037.442,24761088491.2161,4698542226.05476,11357837595.7772,14070092066.4804,6653649.22932023,14075872.0765162,10513205.1098622,808.124177325216,820.490336763755,1715.98882725636,1121.66342814378,981.089623603627,2355.2368885097,706.160193319177,806.901166338842,1338.32565040337
"39","bootstrap_133",200172463.155435,187805423.503782,176823976.152324,182095070.881024,24752321329.774,35387518556.5858,31646814584.651,32564778749.543,44378962090.8413,41030950504.5339,41292142897.7919,59072874359.3663,44538330114.3007,49936207478.6257,7812457419.76899,16539821568.0179,25183886148.8517,10635197226.8118,19626640761.0673,34320553029.5923,6894493254.87701,16278629174.7599,19786008784.5267,12367039.6516523,23348487.0031109,18077392.2744108,631.716048450222,708.389437217674,1393.11498951652,859.963057156603,840.595827834681,1898.53450700267,557.489378952212,697.202742627003,1094.5167579582
"40","bootstrap_134",155715402.722924,148276767.551446,138597701.758566,143243653.339148,18502181600.7317,26960372738.8068,24110476009.6074,24809837170.1471,33081450619.212,30585739256.2859,30780440142.7553,44502349361.6775,33552799795.6318,37619272383.6648,6307655569.41541,12278258542.0235,19117090782.9331,8458191138.0751,14579269018.4802,26000167760.9457,5608294408.87567,12083557655.5541,15050618194.9001,7438635.17147756,17117700.9643576,12471749.3837752,847.958721460257,717.284322677985,1532.83153747485,1137.06223562447,851.707191803216,2084.72500215326,753.941318480024,705.91007990585,1206.7768307211
"41","bootstrap_135",182022925.06916,165992881.073327,159756823.749854,162750131.265121,20603176587.9557,28736132160.6559,25698525453.6605,26443950412.4324,36992190561.623,34201447453.4428,34419165000.8895,48617561297.9338,36655487276.0529,41097993866.1727,5840773824.47665,13815988412.9338,20494817278.217,8132955572.70016,16389013973.6673,28014384709.9781,5095348865.70476,13598270865.4871,16052310688.0972,16030043.995833,22266101.3193059,19272793.8040389,364.36417928703,620.494275796483,1063.40665949127,507.357033755762,736.052249948994,1453.57154727133,317.862437996384,610.716293368193,832.900037810464
"42","bootstrap_136",116320132.928421,113007581.463548,107103191.584471,109937298.726428,13811024541.5523,20000707880.9638,17886495569.2925,18405320676.4511,25004694078.8307,23118304637.8916,23265469771.5819,33335484370.4577,25133478326.7771,28179560957.1472,4594296134.89881,9454445230.02961,14368536415.5949,6189683339.41149,11193669537.2784,19524459828.9054,4075471027.74022,9307280096.33932,11322453785.2248,3312551.46487293,9216941.3439499,6382834.20199291,1386.93577552464,1025.76818894867,2251.12167430397,1868.5546187126,1214.46683010802,3058.90129855,1230.31176147977,1009.80138085057,1773.89125691054
"43","bootstrap_137",167699930.988858,158327595.683062,149839166.685572,153913612.604367,19970396339.7008,28593017805.8137,25570539269.9203,26312251794.0659,36641290717.3957,33877019989.117,34092672315.4366,48261860817.5097,36387304872.6952,40797308768.599,6341855454.36514,14122275975.7358,20826912428.8982,8622621466.11292,16670894377.6949,28291464477.8089,5600142930.21951,13906623649.4162,16416908532.9944,9372335.30579591,17860764.3032854,13786318.3844905,676.656910732088,790.687102518795,1510.69428748493,920.007787256676,933.380794607338,2052.14065777247,597.518414301327,778.613020880535,1190.81164928436
"44","bootstrap_138",162431201.932175,153562275.235414,146762128.259639,150026198.808011,17677926212.8672,24829146168.4385,22204534738.182,22848611162.7849,31690951580.0642,29300141428.7592,29486658532.7617,41819683257.5096,31530188405.385,35351528133.4249,5170684949.91762,11808732319.8944,17673601920.5576,7151219955.57129,14013025367.1969,24141757044.6424,4526608525.31481,11622215215.8919,13852262192.5178,8868926.69676098,15669073.6725359,12405003.124164,583.011352637068,753.633084295996,1424.71563639761,806.323042243994,894.311026934435,1946.13067026288,510.38966496002,741.729566072744,1116.66736830841
"45","bootstrap_139",181314762.869694,173808564.682599,164872945.38662,169162042.64869,19727074074.331,27752395279.0933,24818776322.8727,25538682815.1968,34545685495.1723,31939510184.9426,32142828826.1662,46140894707.1657,34788190392.3488,39004387653.9609,5811608740.86583,12415754751.8353,19277313579.6299,8025321204.76237,14818611420.8414,26413820632.8348,5091702248.54175,12212436110.6117,15061116318.0179,7506198.18709508,16441817.4830747,12152720.2210045,774.241313113389,755.132743969221,1586.25503007232,1069.15924742832,901.275752275912,2173.49039165584,678.333041791461,742.7667971125,1239.3205837148
"46","bootstrap_14",179088798.307911,167894895.011536,156964320.721302,162210996.380614,22228461662.3324,31912986668.6085,28539564601.823,29367398237.844,39919241655.1129,36907677677.9214,37142622385.3619,53200475607.3932,40110801624.878,44972079261.4713,7138936575.51159,14914160723.0295,22743617599.1389,9684525006.27609,17690779992.7805,30972013945.0609,6311102939.49063,14679216015.589,17882339962.5456,11193903.2963742,22124477.586609,16877801.9272963,637.752210868568,674.102277201628,1347.54618504889,865.160681655432,799.602156639759,1835.07390823032,563.798236628938,663.483056633786,1059.51829744042
