"","bootstrap.id","dalys_soc","dalys_cag","dalys_uag","dalys_hom","costf_soc","costf_cag","costp_cag","costpoint_cag","costf_uag","costp_uag","costpoint_uag","costf_hom","costp_hom","costpoint_hom","Diff_cpoint_cag_soc","Diff_cpoint_uag_soc","Diff_cpoint_hom_soc","Diff_cf_cag_soc","Diff_cf_uag_soc","Diff_cf_hom_soc","Diff_cp_cag_soc","Diff_cp_uag_soc","Diff_cp_hom_soc","Diff_dalys_cag_soc","Diff_dalys_uag_soc","Diff_dalys_hom_soc","ICERpoint_cag","ICERpoint_uag","ICERpoint_hom","ICERf_cag","ICERf_uag","ICERf_hom","ICERp_cag","ICERp_uag","ICERp_hom"
"21",21,78571349.6644743,77872438.1103913,77478545.2409348,77667613.8182739,629840303.690044,813482304.565899,728176187.772717,739202148.446666,1041357479.08278,957098615.777575,960129510.141072,1162150768.694,862893914.671603,922864038.195933,109361844.756621,330289206.451028,293023734.505889,183642000.875855,411517175.39274,532310465.003956,98335884.0826722,327258312.087531,233053610.981559,698911.554083064,1092804.4235395,903735.846200436,156.474512572765,302.239997694416,324.236042797068,262.754278138646,376.569829448411,589.011122267576,140.698609871579,299.466496509566,257.878020398751
"22",22,80386639.2119533,80268213.5430809,80157636.3604926,80210713.4081349,859559019.988049,1105009607.01723,987591094.279045,1002767636.7418,1377214050.55397,1264722647.42473,1268769100.77471,1560271646.38765,1154935423.77493,1236163516.00486,143208616.753754,409210080.786657,376604496.016814,245450587.029178,517655030.565923,700712626.399599,128032074.290995,405163627.436685,295376403.786884,118425.668872431,229002.851460755,175925.80381839,1209.27006887349,1786.92133384542,2140.70072634477,2072.61305227314,2260.47416992375,3983.0008514439,1081.1175947751,1769.2514519022,1678.98282898741
"23",23,96655851.5307858,95571774.6108411,94895766.7299283,95220250.5127664,1447537917.17303,1920205622.88293,1717783959.74025,1743947303.95597,2426685382.59076,2229628124.33838,2236716514.923,2727186505.34016,2022513201.68486,2163727494.67928,296409386.78294,789178597.74997,716189577.506247,472667705.709901,979147465.417736,1279648588.16713,270246042.567218,782090207.165352,574975284.511832,1084076.91994475,1760084.80085751,1435601.01801938,273.420991932977,448.375326782824,498.877869628663,436.009379974616,556.306983016213,891.36784671036,249.286778083045,444.348026177101,400.511895223573
"24",24,162905640.359174,156156665.518037,154897232.681197,155501760.44288,8057858461.87532,10634090234.2841,9499510133.70162,9646156541.25991,13143283076.8179,12066490162.3392,12105223720.4139,14961150043.1728,11063697183.3097,11844734363.56,1588298079.38459,4047365258.53861,3786875901.68472,2576231772.40881,5085424614.94258,6903291581.29752,1441651671.8263,4008631700.46383,3005838721.43435,6748974.84113684,8008407.67797717,7403879.91629389,235.339161394332,505.389513282236,511.471815385721,381.72194045027,635.010706176623,932.388377356754,213.610467628216,500.552901607073,405.981560400424
"25",25,73341957.4222129,73283027.022986,72947049.7757211,73108318.8544082,720395523.859149,898307823.042363,805058914.801244,817111494.777987,1071339575.80575,985631340.259035,988714370.314672,1234194325.07867,919133161.26272,982270418.297266,96715970.9188384,268318846.455523,261874894.438117,177912299.183214,350944051.946602,513798801.219524,84663390.942095,265235816.399886,198737637.403571,58930.3992269486,394907.646491811,233638.567804694,1641.18981353533,679.447077915942,1120.85473258433,3019.02416269149,888.673731856644,2199.11809102093,1436.66752733246,671.640113216663,850.619995110149
"26",26,77510559.5562197,77317403.919793,77001187.0725121,77152971.159207,1225575736.34833,1596192514.81984,1428563127.02441,1450229510.48097,1882338158.07336,1730358616.48559,1735825506.47076,2185184935.53747,1622762351.87424,1735470052.17183,224653774.132638,510249770.122431,509894315.8235,370616778.471516,656762421.725033,959609199.189146,202987390.676085,504782880.13726,397186615.525907,193155.636426687,509372.483707517,357588.397012696,1163.07128432105,1001.7222885864,1425.92522599495,1918.74689927666,1289.35590895041,2683.55798791502,1050.90068522608,990.98969081162,1110.73686630779
"27",27,85303294.9910364,84644861.0537491,84932093.2745172,84794221.8085485,2525855367.29122,3275979834.45128,2927266171.39643,2972338005.39672,3974152003.36162,3649340254.72503,3661024130.57527,4562460527.76746,3376155434.28829,3613887208.9736,446482638.105494,1135168763.28404,1088031841.68238,750124467.160062,1448296636.0704,2036605160.47624,401410804.105206,1123484887.43381,850300066.997073,658433.937287301,371201.716519132,509073.18248783,678.097851312114,3058.0913631781,2137.27982363006,1139.25547375416,3901.64315416293,4000.61372418674,609.644766730872,3026.61555008165,1670.29043416051
"28",28,65463658.7979079,65399590.3579457,65470557.4251342,65436493.2328837,24534535.5214088,38484729.5607009,34518104.1940688,35030797.2686675,40850805.662823,37624918.6619554,37740957.7627061,49801690.0305689,37191452.4936806,39718504.0635729,10496261.7472587,13206422.2412973,15183968.5421641,13950194.0392921,16316270.1414142,25267154.5091601,9983568.67265997,13090383.1405466,12656916.9722718,64068.4399621859,-6898.62722626328,27165.5650241897,163.828895372725,-1914.35510401548,558.941753232207,217.73893741639,-2365.14738458365,930.117024499982,155.826623506869,-1897.53449653159,465.917677802815
"29",29,89152541.4317335,88353064.4215008,87938829.3204294,88137662.1689436,1231275345.67059,1618863337.84408,1447144073.25808,1469339080.24539,2040511471.87344,1874016611.25002,1880005635.01345,2298679476.7911,1702157960.34549,1821698978.52209,238063734.574792,648730289.342854,590423632.851499,387587992.173487,809236126.202843,1067404131.12051,215868727.587485,642741265.579422,470882614.674898,799477.010232747,1213712.1113041,1014879.26278988,297.774334380779,534.500960566183,581.767363369353,484.80192327313,666.744707139273,1051.75479513321,270.01242665457,529.566492410471,463.978949949628
"30",30,88695257.1825065,88076827.3276426,87833923.759292,87950517.4721003,1900245082.624,2346239538.80171,2098626752.0756,2130631125.87013,2851672197.68251,2620217723.60575,2628543424.11211,3265494332.86393,2421594514.68198,2590709359.1986,230386043.246137,728298341.488114,690464276.574607,445994456.177711,951427115.058518,1365249250.23994,198381669.451605,719972640.981756,521349432.057984,618429.854863808,861333.42321448,744739.710406184,372.533831337869,845.547521852941,927.121606283119,721.172260152171,1104.5979285325,1833.18981271366,320.782814560744,835.881461902211,700.042477624347
"31",31,73192943.1218394,72491796.1707219,72187656.0826938,72333643.3249473,768303026.289535,966069498.803455,866635629.314467,879487626.051139,1211201563.65022,1114710713.51635,1118181607.40606,1360297624.79321,1014727511.16843,1083978664.89085,111184599.761604,349878581.116522,315675638.601318,197766472.51392,442898537.360683,591994598.503678,98332603.0249319,346407687.226814,246424484.87889,701146.951117545,1005287.03914563,859299.796892166,158.575316607153,348.038488006246,367.363799855445,282.061374150887,440.569230592181,688.926729233205,140.245354940503,344.585848357516,286.773586785584
"32",32,86724629.9369958,86098349.7468168,85686959.592025,85884426.8663251,1701730721.38154,2115796640.23034,1894788984.43888,1923354599.81328,2636051323.48438,2423652800.38798,2431293035.03173,2977403475.34581,2213217479.87048,2366357927.37645,221623878.431744,729562313.650192,664627205.99491,414065918.848802,934320602.10284,1275672753.96427,193058263.057337,721922079.006437,511486758.48894,626280.190178975,1037670.34497072,840203.070670694,353.873365160104,703.077154691917,791.031631751083,661.151231257167,900.402142772236,1518.29099237398,308.261806911322,695.714282002353,608.765638145841
"33",33,95344699.1221886,92709230.7671383,91567739.0998455,92115655.100146,2557670430.36367,3303295587.74424,2952918049.22556,2998204941.95927,3891976937.9308,3575102520.83005,3586500881.15741,4528800191.04755,3354722415.59479,3590003874.56449,440534511.595599,1028830450.79375,1032333444.20082,745625157.380571,1334306507.56713,1971129760.68388,395247618.861892,1017432090.46638,797051985.231124,2635468.35505038,3776960.0223431,3229044.02204259,167.156061939198,272.396436474722,319.702499301264,282.919412009527,353.275253027267,610.437562085948,149.972439663134,269.378570185448,246.838376866394
"34",34,99987887.2110015,97265520.1474212,96743699.5730907,96994173.4487694,5456529967.92669,6794977941.56207,6070997936.15443,6164573583.11188,8556474449.35451,7855883173.84867,7881084298.86686,9651491475.77734,7139085069.35275,7642563337.30688,708043615.185192,2424554330.94017,2186033369.38019,1338447973.63538,3099944481.42782,4194961507.85065,614467968.227744,2399353205.92198,1682555101.42606,2722367.0635803,3244187.63791075,2993713.7622321,260.083816270541,747.353298128458,730.207876570772,491.648606663322,955.537973575466,1401.25671357535,225.710917696613,739.585213223719,562.02938392198
"35",35,78710181.3699988,78413064.5106178,78030070.4461941,78213907.5971175,1125640516.37548,1449347542.56908,1299008518.38601,1318440092.94028,1744258666.25743,1604736285.22895,1609755075.91342,2000359369.32137,1489879357.00535,1592177930.90201,192799576.564801,484114559.537941,466537414.526526,323707026.193594,618618149.881952,874718852.945885,173368002.010527,479095768.853463,364238840.629863,297116.85938096,680110.9238047,496273.772881299,648.901502817769,711.817061884097,940.080737730451,1089.4939683599,909.584199032206,1762.57320201989,583.501058713859,704.437691094989,733.947390600838
"36",36,78898204.514688,78654760.8305193,78590718.2049491,78621458.6652228,531412650.000641,707597124.610651,634611647.122777,644045144.213046,883627922.677498,813130486.78248,815666365.771509,994645415.397364,741611539.356925,792318724.833283,112632494.212405,284253715.770868,260906074.832642,176184474.61001,352215272.676857,463232765.396723,103198997.122136,281717836.781839,210198889.356284,243443.684168756,307486.309738889,276745.849465236,462.663447593605,924.443485019707,942.764183588653,723.717582617087,1145.46651841492,1673.85623412904,423.913224426057,916.196356907947,759.537639904835
"37",37,74208740.8205269,74146019.2519854,74047827.9870062,74094959.7941962,573193881.2758,740271259.39129,663077650.448352,673055055.685874,913026664.404402,839593437.155302,842234920.149873,1035883902.56944,770389304.922721,823593579.451131,99861174.4100739,269041038.874073,250399698.175331,167077378.11549,339832783.128602,462690021.29364,89883769.1725519,266399555.879502,197195423.646921,62721.5685414523,160912.833520606,113781.02633062,1592.13451978766,1671.96756770566,2200.71576299312,2663.79464035676,2111.90602821051,4066.49540978102,1433.05997064069,1655.55195350772,1733.11341975347
"38",38,72585758.84392,71699398.4931886,71733070.9520272,71716908.1717847,230777671.615615,346537866.414622,310255565.387747,314945114.500064,453602646.815179,416912659.909763,418232443.611397,500868198.967281,371980115.343936,397808878.133535,84167442.8844494,187454771.995782,167031206.517921,115760194.799008,222824975.199564,270090527.351667,79477893.7721322,186134988.294149,141202443.728322,886360.350731373,852687.891892776,868850.672135279,94.958492688667,219.839842664676,192.243859474064,130.601729537528,261.320674678449,310.859548152153,89.6676997189141,218.292050425356,162.516354371119
"39",39,86659027.4448237,85098474.7926078,84950036.6085306,85021286.9368877,1637237795.22621,2210634717.82852,1978501968.83788,2008505521.42851,2705942025.62564,2487151776.87339,2495021929.7062,3085193899.78139,2290647787.70054,2449872306.19293,371267726.202292,857784134.479991,812634510.966719,573396922.602311,1068704230.39943,1447956104.55518,341264173.611664,849913981.647176,653409992.474327,1560552.65221587,1708990.83629307,1637740.50793602,237.907849937085,501.924361596103,496.192471901945,367.431961868207,625.342282535303,884.118147862133,218.681614572308,497.319215292402,398.970404229541
"40",40,86939989.4646777,85815776.4488123,84680356.3206989,85225357.9821934,1441702221.18216,2109250839.53634,1885891913.81337,1914761434.82518,2638353854.19117,2423417029.12542,2431148569.59541,2981995240.96051,2209153840.78137,2364028803.91251,473059213.643021,989446348.413257,922326582.73035,667548618.354186,1196651633.00901,1540293019.77836,444189692.631208,981714807.943267,767451619.599212,1124213.01586537,2259633.1439788,1714631.4824843,420.79143984904,437.879197802446,537.91534341479,593.791931718862,529.5778370917,898.323071466445,395.111679337114,434.45760678419,447.589833406807
"41",41,73556086.2483004,73101878.6248605,72780161.8520577,72934585.9030031,803883258.656317,1077876098.34694,963182753.945026,978007063.765682,1335648713.22047,1226450446.95226,1230378442.14176,1517745040.99338,1123102769.78176,1202187828.09996,174123805.109365,426495183.485448,398304569.443644,273992839.690619,531765454.564158,713861782.33706,159299495.28871,422567188.295944,319219511.125443,454207.623439923,775924.396242768,621500.345297366,383.357293280649,549.66074729787,640.875861867895,603.23258692918,685.33153118926,1148.6104355992,350.719554379694,544.598404615356,513.627246615136
"42",42,89435563.0951245,88527787.3676099,87824356.9711961,88162003.5614747,1259020955.32919,1840673061.62412,1643637771.2697,1669104917.64204,2358806533.92989,2164879651.91005,2171855439.03307,2641130110.83458,1951223460.86845,2089478563.34182,410083962.312852,912834483.703883,830457608.012635,581652106.294932,1099785578.60071,1382109155.50539,384616815.940512,905858696.580868,692202505.539265,907775.727514625,1611206.12392843,1273559.5336498,451.74589921633,566.553509291672,652.07600121581,640.744281505986,682.58527712098,1085.23325293204,423.691451845209,562.223965715952,543.517980314224
"43",43,68020598.1757875,67315002.9204808,67221704.972562,67266487.987563,164196497.559332,223098516.195491,199674082.688072,202701730.556378,256976840.662592,236252884.584453,236998350.630429,301770806.492084,224146533.368271,239702191.276019,38505232.997046,72801853.0710975,75505693.7166877,58902018.6361592,92780343.1032599,137574308.932752,35477585.1287402,72056387.0251213,59950035.8089395,705595.255306706,798893.203225508,754110.188224494,54.5712753982574,91.1283921019256,100.125545173261,83.4784789058081,116.136102708925,182.432635284589,50.2803623776054,90.1952685718138,79.4977136565256
"44",44,72118511.0991476,71148749.1375268,70762458.9252344,70947878.2271348,705812244.30124,973007866.623044,870233999.174689,883517696.327878,1209636591.72102,1111312036.96218,1114848891.44991,1370521619.15827,1015997432.47165,1087042954.01004,177705452.026638,409036647.148668,381230709.708797,267195622.321803,503824347.419782,664709374.857026,164421754.873449,405499792.66094,310185188.170406,969761.961620748,1356052.17391314,1170632.87201281,183.246465689004,301.637838880726,325.662057527311,275.52701889363,371.537583222852,567.82052746743,169.548571072692,299.029639464975,264.972217666387
"45",45,78272572.5988783,77539024.8631396,77379185.1546998,77455908.2147509,360492038.981044,530804140.156479,474037453.366038,481374644.175687,667656820.147561,612830384.291656,614802558.243308,754028643.132995,557233425.879544,596670562.670414,120882605.194643,254310519.262264,236178523.689371,170312101.175436,307164781.166518,393536604.151951,113545414.384994,252338345.310613,196741386.898501,733547.73573868,893387.444178462,816664.384127393,164.791736522661,284.658712095649,289.199000568303,232.175893780017,343.820347116003,481.882902941145,154.789400679772,282.451188400859,240.908494018285
"46",46,75664436.3434241,75381912.44495,75128174.9131903,75249968.928435,1078455779.72106,1398936948.91457,1250686797.00992,1269848381.2697,1724496659.44124,1583991067.74334,1589045225.71809,1962962262.24751,1454066124.99452,1556047295.35673,191392601.54864,510589445.997024,477591515.635666,320481169.193503,646040879.720173,884506482.52645,172231017.288855,505535288.02228,375610345.27346,282523.898474038,536261.430233762,414467.414989099,677.438625837976,952.127856322713,1152.30172110931,1134.35065466843,1204.71255864618,2134.07966594844,609.615746558453,942.703053997212,906.248191509431
"47",47,139725408.301285,139325255.315116,138612549.396405,138954648.237386,3954237764.27539,5157549201.25481,4608552085.14515,4679510896.07089,6253240697.16844,5742165786.62545,5760549776.21333,7180851799.36195,5313744204.32616,5687906639.04563,725273131.795498,1806312011.93794,1733668874.77024,1203311436.97941,2299002932.89305,3226614035.08656,654314320.869758,1787928022.35006,1359506440.05077,400152.98616907,1112858.90488005,770760.063898772,1812.4896148821,1623.12760765718,2249.29774643583,3007.1284697873,2065.85302306662,4186.27558200826,1635.1604098571,1606.60800260458,1763.85168838913
"48",48,94803509.9810753,92038775.0580312,91521867.0214106,91769982.8789885,2139459005.96262,2908856055.75235,2597847934.85315,2638046263.40475,3685752646.40228,3383094029.9819,3393981030.57256,4147971275.27643,3065487744.77935,3282414007.83531,498587257.442125,1254522024.60993,1142955001.87269,769397049.789732,1546293640.43966,2008512269.31381,458388928.890526,1243635024.01928,926028738.816726,2764734.92304412,3281642.95966476,3033527.10208683,180.338177554163,382.284739695781,376.774283996483,278.289626747503,471.194965279716,662.104606855865,165.798509314526,378.967193965037,305.264699359268
